"ResponseId","Finished","Progress","StartDate","EndDate","RecordedDate","DurationSec","LOIYES","RESID","AGE18","ZIPCODE","ZONE","STORMDATE1","STORMDATE2","INCHES","INCHES_4CAT","COMP1","COMP2","COMP3","COMP4","TRAVEL","NOTRAVEL","NOTRAVEL_1","NOTRAVEL_2","NOTRAVEL_3","NOTRAVEL_4","NOTRAVEL_5","NOTRAVEL_5_TEXT","PURPOSE","PURPOSE_1","PURPOSE_2","PURPOSE_3","PURPOSE_4","PURPOSE_5","PURPOSE_6","PURPOSE_7","PURPOSE_8","PURPOSE_9","PURPOSE_10","PURPOSE_11","PURPOSE_12","PURPOSE_12_TEXT","MODE","MODE_1","MODE_2","MODE_3","MODE_4","MODE_5","MODE_6","MODE_7","MODE_8","MODE_9","MODE_9_TEXT","CHANGE","CHANGE_1","CHANGE_2","CHANGE_3","CHANGE_4","CHANGE_5","CHANGE_6","CHANGE_7","CHANGE_7_TEXT","SAT_TRANSPORT_1","SAT_TRANSPORT_2","SAT_TRANSPORT_3","SAT_TRANSPORT_4","SAT_TRANSPORT_5","SAT_TRANSPORT_6","SAT_GROUP_1","SAT_GROUP_2","SAT_GROUP_3","SAT_GROUP_4","SATISFACTION","LOC_BETTER","LOC_WORSE","HEAR","INFO","INFO_1","INFO_2","INFO_3","INFO_4","INFO_5","INFO_6","INFO_7","INFO_8","INFO_9","INFO_10","INFO_11","INFO_DETAIL_1","INFO_DETAIL_2","INFO_DETAIL_3","INFO_DETAIL_4","INFO_DETAIL_5","INFO_DETAIL_6","INFO_DETAIL_7","INFO_DETAIL_8","INFO_DETAIL_9","INFO_DETAIL_10","INFO_DETAIL_11","APP","APP_USES","APP_FEEDBACK","PRIORITY_TRANSPORT_1","PRIORITY_TRANSPORT_2","PRIORITY_TRANSPORT_3","PRIORITY_TRANSPORT_5","PRIORITY_TRANSPORT_6","PRIORITY_TRANSPORT_7","PRIORITY_PLACES_1","PRIORITY_PLACES_2","PRIORITY_PLACES_3","PRIORITY_PLACES_4","PRIORITY_PLACES_5","PRIORITY_PLACES_6","AGE","AGE_6CAT","AGE_5CAT","AGE_4CAT","GENDER","GENDER_2CAT","GENDER_5_TEXT","RACEETH","RACE_2CAT","RACEETH_9_TEXT","STUD","EDUC","EDUC_4CAT","EDUC_3CAT","WORK","HHINC","HHINC_9CAT","HHINC_6CAT","HHINC_3CAT","HOME1","HOME1_9_TEXT","HOME1_8CAT","HOME1_5CAT","HOME1_4CAT","HOME1_2CAT","HOME2","ADULTS","ADULTS_NUM","CHILDREN","CHILDREN_NUM","BIKES","BIKES_NUM","CARS","CARS_NUM","END","AverageIndex","StormEventIndex","StormEventDurationHours","exceptional","acceptable","unacceptable"
"R_5eOTMStUxYMiLQq",TRUE,100,2024-03-06 09:34:59,2024-03-06 09:42:03,2024-03-06 09:42:04,423,"Accept","Yes","Yes","84119","C",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","About the same","Somewhat better","No","The roads, streets, and sidewalks were not in good condition.",FALSE,FALSE,TRUE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","5","5","5","5","5","5","5","5","Extremely satisfied","215","3500 south","None at all","TV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ksl","","","","","","","","","","","No","","","1","2","3","5","4","6","3","1","6","4","5","2",45,"45-64","45-64","35-49","Male","Male","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$50,000 to $74,999","50-75","50-75","50-100","Other (please specify)","",NA,NA,"Apartment","Other","Rented","1",1,"0",0,"1",1,"1",1,"",0.1775,3.51,20.125,7.31,76.6125,16.075
"R_7YwlwQ8uMhWiQ7f",TRUE,100,2024-03-06 09:35:13,2024-03-06 09:47:32,2024-03-06 09:47:33,739,"Accept","Yes","Yes","84401","B",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","Somewhat more","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Shopping (groceries, clothing, convenience store, etc),Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","5","5","2",NA,NA,NA,NA,NA,NA,NA,"Neither satisfied nor dissatisfied","Hey 39","County road near home off Hwy 39","A moderate amount","App",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","","","","iPhone weather app","","","","","","","Yes, a little","Road closures
Accident reports","Informative","2","1","3","5","4","6","4","2","5","1","3","6",68,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes",NA,NA,NA,NA,"Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"4",4,"4",4,"",0.51,14.58,28.42,5.605,77.175,17.215
"R_5Sdmg92R92TyB3K",TRUE,100,2024-03-06 09:45:13,2024-03-06 09:53:00,2024-03-06 09:53:01,467,"Accept","Yes","Yes","84414","B",2024-03-02,2024-03-03,"1 foot or more","Extreme Snowfall","Somewhat more","About the same","About the same","About the same","No","The roads, streets, and sidewalks were not in good condition.",FALSE,FALSE,TRUE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"",NA,"3","3","2",NA,NA,"5","3","1","1","Somewhat dissatisfied","Snow removal is not done by individuals that live on this neighborhood.  Or I would have better snow removal","The same as always, poor.","A lot","Radio,App",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","570","","","Weather app","","","","","","","No","","","3","4","2","1","6","5","5","1","6","4","2","3",59,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$25,000 to $34,999","25-35","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Rented","1",1,"0",0,"0",0,"3",3,"Clear the streets as if you lived on them. Stop pili g the ice/snow in front of the dri e way so we can get to work.",0.1971875,3.155,8,54.0678125,41.8553125,4.076875
"R_3NUQfYPVWuVbVqf",TRUE,100,2024-03-06 09:49:33,2024-03-06 10:07:42,2024-03-06 10:07:42,1088,"Accept","Yes","Yes","84128","C",2024-03-02,2024-03-03,"3 inches","Moderate Snowfall","Somewhat more","Somewhat longer","Somewhat more","About the same","No","Other (please specify)",FALSE,FALSE,FALSE,FALSE,TRUE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","5","4","1","1","1","1","1","2","2","5","Somewhat satisfied","none","Bendixon drive","A lot","TV,Alert,Email",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"2","","","","","phone","","","weather ap","","","No","","","1","2","3","6","5","4","2","3","6","5","1","4",78,"65-84","65+","65+","Male","Male","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$50,000 to $74,999","50-75","50-75","50-100","Mobile home or trailer","","Mobile","Mobile","Mobile","Other","Owned or mortgaged","2",2,"0",0,"0",0,"2",2,"lived in Buffalo New York, you do not have snow storms!!",0.2,4.085,20.835,5.74,79.905,14.355
"R_3KOdp49TRQg1Tud",TRUE,100,2024-03-06 10:31:02,2024-03-06 10:35:17,2024-03-06 10:35:17,254,"Accept","Yes","Yes","84112","C",2024-03-02,2024-03-03,"2 inches","Moderate Snowfall","Somewhat more","About the same","Somewhat less","Somewhat worse","No","The roads, streets, and sidewalks were not in good condition.",FALSE,FALSE,TRUE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","3","2","2","2","3","3","3","4","4","3","Somewhat satisfied","None, average cleaning always","Driveway entrance","A moderate amount","Online",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","","","","Instagram","","","","","No","","","1","2","3","4","5","6","1","3","6","5","2","4",27,"25-34","25-34","18-34","Female","Female","","African American or Black","Non-White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, attached to other houses (row house)","","SFatt","SFatt","SFatt","Other","Owned or mortgaged","1",1,"0",0,"0",0,"1",1,"",0.33,7.7,23.33,1.42,53.19,45.39
"R_5roLZXJNDzRKGFD",TRUE,100,2024-03-06 10:23:22,2024-03-06 10:35:42,2024-03-06 10:35:42,739,"Accept","Yes","Yes","84310","E",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","Somewhat more","About the same","Somewhat more","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Drop off or pick up passenger(s),Other errands or appointments (bank, professional office, doctor/dentist, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"","Walk,Car/Van/Truck/SUV Driver",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","4","4","3","2","5","2","3","3","3","4","Somewhat dissatisfied","Highways","Residential roads","A lot","TV,App,Alert",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"2, 4, 5, 13","","","","AccuWeather, Fox 13","AccuWeather, Fox 13. TV","","","","","","No","","","3","1","4","6","2","5","1","2","5","4","3","6",72,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"0",0,"3",3,"",0.126666666666667,3.78333333333333,9.83333333333333,69.49,25.8,4.70666666666667
"R_7svNepxGT8XJjio",TRUE,100,2024-03-06 10:20:23,2024-03-06 10:37:27,2024-03-06 10:37:27,1023,"Accept","Yes","Yes","84121","C",2024-03-02,2024-03-03,"3 inches","Moderate Snowfall","About the same","About the same","About the same","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Other errands or appointments (bank, professional office, doctor/dentist, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","5","5",NA,NA,NA,"5","5","5","Neither satisfied nor dissatisfied","Everything seemed to be normal for this time of year.","None","A moderate amount","App,Word-of-mouth,Other (please specify)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"","","","","The Weather Channel","","","","","Friends & acquaintances","Nothing else","No","","","2","1","3","5","4","6","1","4","6","3","2","5",74,"65-84","65+","65+","Male","Male","","White or Caucasian","White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","No","$100,000 to $149,999","100-150","100-150","100+","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"2",2,"2",2,"",0.575,12.85,21.5,10.0916666666667,76.2533333333333,13.6566666666667
"R_3ncRoZWBMYsZl9D",TRUE,100,2024-03-06 10:39:41,2024-03-06 10:45:35,2024-03-06 10:45:36,353,"Accept","Yes","Yes","84606","D",2024-03-02,2024-03-03,"7-11 inches","Extreme Snowfall","Much more","About the same","Much more","Somewhat worse","No","I had no reason to travel,Things were cancelled (work, school, meetings, appointments, events).",TRUE,TRUE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.,I changed the time-of-day when I did some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"","4","3","5","4","4","3","3","5","5","5","Somewhat satisfied","Highways were clear","Somearea weren't clear","None at all","TV,Alert,Online",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Fox nbc","","","","","My phone the weather ","Fox News weather ","","","","","Yes, a little","I needed to check things out. They changed some things around ","They did really good updating it ","2","1","5","3","4","6","1","2","6","4","3","5",29,"25-34","25-34","18-34","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","No","$15,000 to $24,999","15-25","0-25","0-50","Mobile home or trailer","","Mobile","Mobile","Mobile","Other","Owned or mortgaged","2",2,"0",0,"1",1,"1",1,"Thanks",0.29,1.06,3.67,4.35,73.91,21.74
"R_70bGZfLdjTY0fnA",TRUE,100,2024-03-06 10:36:17,2024-03-06 10:45:35,2024-03-06 10:45:36,558,"Accept","Yes","Yes","84107","C",2024-03-02,2024-03-03,"3 inches","Moderate Snowfall","About the same","About the same","About the same","Somewhat better","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work,Shopping (groceries, clothing, convenience store, etc)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,"5","4","3",NA,NA,"4","3","5","5","Somewhat satisfied","secondary roads","parking lots and sidewalks","A lot","TV",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"cbs","","","","","","","","","","","No","","","1","2","3","5","4","6","2","1","5","4","3","6",73,"65-84","65+","65+","Male","Male","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$100,000 to $149,999","100-150","100-150","100+","Building with 3 or 4 apartments/condos","","Apt3-4","Apt2-4","Apartment","Other","Owned or mortgaged","2",2,"0",0,"0",0,"1",1,"",0.14,2.74,19.335,7.295,77.78,14.93
"R_55LMS8tiMwXjKXG",TRUE,100,2024-03-06 10:26:02,2024-03-06 10:47:00,2024-03-06 10:47:00,1257,"Accept","Yes","Yes","84062","D",2024-03-02,2024-03-03,"2 inches","Moderate Snowfall","About the same","About the same","About the same","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Attend school,Drop off or pick up passenger(s)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I waited until after the storm to do some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"","4","3","1",NA,"4",NA,NA,"3","4","4","Somewhat dissatisfied","I-15 was pretty good…with all of the construction Bangerter was rough!
The side streets in Pleasant Grove are horrible…","Bangerter was rough!
The side streets in Pleasant Grove are horrible…","A moderate amount","App,Online",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","","Weather app on iphone","","UDOT","","","","","Yes, a little","I don’t know I just fumble around until I find something that relates to my trip to SLC","I find it confusing…but when I figure it out it’s useful","4","1","2","3","5","6","3","1","5","4","2","6",70,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","1",1,"1",1,"1",1,"1",1,"Overall, I’m pretty satisfied with snow removal and such in Utah but the side roads in Pleasant Grove city itself are just really hard ",0.14,3.95,28.83,22.41,75.86,1.72
"R_3ePfVDNCiUYPf3h",TRUE,100,2024-03-06 10:40:25,2024-03-06 10:51:42,2024-03-06 10:51:43,676,"Accept","Yes","Yes","84119","C",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","Somewhat more","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Other errands or appointments (bank, professional office, doctor/dentist, etc.),Social or entertainment activities (friends/relatives, movie, etc.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I traveled more slowly or cautiously than normal.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"","4","4","3","4","4","3","4","3","4","4","Somewhat satisfied","Highly trafficked streets ","Neighborhood roads","A moderate amount","App,Alert,Online",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","","KSL ","KSL","KSL","","","","","No","","","2","1","4","5","3","6","2","1","6","4","3","5",43,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","No","$50,000 to $74,999","50-75","50-75","50-100","Building with 3 or 4 apartments/condos","","Apt3-4","Apt2-4","Apartment","Other","Rented","2",2,"0",0,"2",2,"3",3,"None",0.1775,3.51,20.125,7.31,76.6125,16.075
"R_7X4peJHmfeRSZmX",TRUE,100,2024-03-06 10:43:09,2024-03-06 10:51:48,2024-03-06 10:51:49,519,"Accept","Yes","Yes","84124","C",2024-03-02,2024-03-03,"3 inches","Moderate Snowfall","About the same","Much shorter","Somewhat less","Somewhat better","No","Things were cancelled (work, school, meetings, appointments, events).",FALSE,TRUE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I did more activities / made more trips before the storm arrived.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","5","5","5","5","3","4","3","3","Somewhat satisfied","I was surprised that the roads going from anywhere to anywhere was actually cleaned","State Street is usually worse than expected","A lot","Alert,Online,Social media",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"","","","","","Weather channel","Weather","Facebook tik Tok","","","","No","","","5","1","3","4","2","6","4","1","3","2","5","6",50,"45-64","45-64","50-64","Male","Male","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","Yes","$35,000 to $49,999","35-50","25-50","0-50","Building with 20 or more apartments/condos","","Apt20+","Apt5+","Apartment","Other","Rented","2",2,"0",0,"0",0,"0",0,"Submit",0.423333333333333,8.65666666666667,20.33,7.87666666666667,77.2033333333333,14.92
"R_3wotOcviRTDpqcF",TRUE,100,2024-03-06 11:09:15,2024-03-06 11:18:02,2024-03-06 11:18:03,527,"Accept","Yes","Yes","84117","C",2024-03-02,2024-03-03,"1 inch","Light Snowfall","About the same","About the same","About the same","About the same","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neither satisfied nor dissatisfied",NA,NA,"A little","Online",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","","","","Weather.com","","","","","No","","","4","3","1","5","2","6","3","2","6","1","5","4",35,"35-44","35-44","35-49","Male","Male","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$50,000 to $74,999","50-75","50-75","50-100","Building with 5 to 9 apartments/condos","","Apt5-9","Apt5+","Apartment","Other","Rented","2",2,"0",0,"0",0,"1",1,"",0.42,8.59,20.33,10.57,66.67,22.76
"R_1LBTDZEwzNCpFIP",TRUE,100,2024-03-06 11:05:46,2024-03-06 11:30:04,2024-03-06 11:30:04,1457,"Accept","Yes","Yes","84050","E",2024-03-02,2024-03-03,"1 foot or more","Extreme Snowfall","Somewhat more","Somewhat longer","Somewhat more","About the same","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Work",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","No changes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","3","2",NA,NA,NA,"5","4","5","Somewhat dissatisfied","None. Most were all about what I expected","Roads to the ski resorts were not plowed well despite anticipated traffic","A moderate amount","Alert,Word-of-mouth",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"","","","","","apple forced alerts","","","","friends, family, coworkers","","No","","","1","2","3","5","4","6","2","1","6","4","3","5",38,"35-44","35-44","35-49","Female","Female","","White or Caucasian","White","","No","High school diploma or equivalent (e.g. GED)","HighSch","HSBelow","Yes","$50,000 to $74,999","50-75","50-75","50-100","Building with 5 to 9 apartments/condos","","Apt5-9","Apt5+","Apartment","Other","Owned or mortgaged","1",1,"2",2,"3",3,"2",2,"",0.233333333333333,6.85666666666667,14.6116666666667,53.62,38.195,8.18166666666667
"R_5v07zcdKUDwUIZY",TRUE,100,2024-03-06 11:25:05,2024-03-06 11:34:34,2024-03-06 11:34:35,569,"Accept","Yes","Yes","84653","D",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","Somewhat more","About the same","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","5","5","4","4",NA,NA,"4","4","4","4","Somewhat satisfied","all were what I expected no better or worse","none were worse then expected","A lot","Radio,Alert,Word-of-mouth",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"","570 ,ksl","","","","text?","","","","family","","Yes, a little","just to see what it is. I explored the app","none I can think of it was good","1","2","3","5","4","6","1","3","6","4","2","5",73,"65-84","65+","65+","Male","Male","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$35,000 to $49,999","35-50","25-50","0-50","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"2",2,"2",2,"",0.2,4.78,23.83,15.97,72.22,11.81
"R_5PRf8IJuuNPYPaq",TRUE,100,2024-03-06 11:19:59,2024-03-06 11:35:44,2024-03-06 11:35:45,945,"Accept","Yes","Yes","84005","D",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","Somewhat less","About the same","About the same","About the same","No","I had no reason to travel",TRUE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I did more activities / made more trips before the storm arrived.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","4","4","2","1","2","2","3","2","3","3","Neither satisfied nor dissatisfied","73","Street near my home","A moderate amount","App,Online",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","","","","Wundermsp","","Udot","","","","","Yes, a little","Didn't have time","I've been out of town over a monyh and didn't notice changes I'll try it","1","2","3","4","6","5","3","1","5","2","4","6",78,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","Bachelor's or associate degree","Bachelor","Bachelor","No","$50,000 to $74,999","50-75","50-75","50-100","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"1",1,"3",3,"During heavy snow i alppreciate the quick sanding prior to plowing",0.16,2.86,18,14.68,82.57,2.75
"R_11TzH7Pzkk1tiJM",TRUE,100,2024-03-06 11:42:33,2024-03-06 11:52:13,2024-03-06 11:52:14,580,"Accept","Yes","Yes","84092","C",2024-03-02,2024-03-03,"4-6 inches","Heavy Snowfall","About the same","About the same","About the same","Somewhat worse","Yes","",FALSE,FALSE,FALSE,FALSE,FALSE,"","Civic or religious activities",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"","Car/Van/Truck/SUV Driver",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"","I canceled some of my planned activities / trips.,I waited until after the storm to do some activities / trips.,I traveled more slowly or cautiously than normal.",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"",NA,NA,"2","3",NA,NA,"3",NA,NA,NA,"Somewhat dissatisfied","Local streets in east/south Sandy were not prepped nor cleared.","High Mesa Drive and other streets.","A moderate amount","TV,Radio,App",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CBS","90.1","","","Weather app on phone","","","","","","","No","","","4","2","1","3","5","6","6","1","5","2","3","4",76,"65-84","65+","65+","Female","Female","","White or Caucasian","White","","No","Master's degree, doctorate degree, or professional degree beyond bachelor's degree","Higher","Higher","No","$100,000 to $149,999","100-150","100-150","100+","Single-family house, detached from any other house","","SFdet","SFdet","SFdet","SFdet","Owned or mortgaged","2",2,"0",0,"0",0,"2",2,"Thanks for asking.  I'm sure this is a big concern in Logan, especially. ",0.713333333333333,15.9733333333333,21.9433333333333,9.47333333333333,77.79,12.7366666666667
